Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
oct-21;Hombre;Villa De Vallecas;Menor de 25 años;Española;3723;Instructores de actividades deportivas;3722;Entrenadores y árbitros de actividades deportivas;5220;Vendedores en tiendas y almacenes
oct-21;Mujer;Retiro;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos)
oct-21;Mujer;Moratalaz;Entre 46 y 55 años;Española;8332;Operadores de grúas, montacargas y de maquinaria similar de movimiento de materiales;4411;Empleados de información al usuario;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-21;Mujer;Vicálvaro;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5721;Cuidadores de niños en guarderías y centros educativos;3613;Asistentes de dirección y administrativos
oct-21;Mujer;Hortaleza;Entre 36 y 45 años;Española;4424;Teleoperadores;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos
oct-21;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;5500;Cajeros y taquilleros (excepto bancos);7295;Personal de limpieza de fachadas de edificios y chimeneas;9100;Empleados domésticos
oct-21;Hombre;Vicálvaro;Entre 36 y 45 años;Española;9811;Peones del transporte de mercancías y descargadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;8412;Conductores asalariados de automóviles, taxis y furgonetas
oct-21;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3534;Agentes y administradores de la propiedad inmobiliaria;4424;Teleoperadores
oct-21;Mujer;Villaverde;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;7232;Pintores en las industrias manufactureras
oct-21;Mujer;Arganzuela;Entre 46 y 55 años;Española;2922;Periodistas;3613;Asistentes de dirección y administrativos;2922;Periodistas
oct-21;Mujer;Fuencarral-el Pardo;Entre 56 y 65 años;Comunitaria;4424;Teleoperadores;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;;
oct-21;Mujer;Arganzuela;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;5210;Jefes de sección de tiendas y almacenes;5220;Vendedores en tiendas y almacenes
oct-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4112;Empleados de control de personal y nóminas;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles)
oct-21;Mujer;Usera;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9820;Reponedores;9320;Preparadores de comidas rápidas
oct-21;Mujer;Vicálvaro;Menor de 25 años;Española;;;;;;
oct-21;Mujer;Carabanchel;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);4411;Empleados de información al usuario
oct-21;Mujer;Vicálvaro;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4421;Empleados de agencias de viajes;4411;Empleados de información al usuario
oct-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
oct-21;Hombre;Chamberí;Entre 46 y 55 años;Española;1221;Directores comerciales y de ventas;;;;
oct-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4111;Empleados de contabilidad
oct-21;Mujer;Puente De Vallecas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;3731;Fotógrafos;2484;Diseñadores gráficos y multimedia
oct-21;Mujer;Moncloa-aravaca;Entre 26 y 35 años;Española;5120;Camareros asalariados;4422;Recepcionistas de hoteles;;
oct-21;Hombre;Usera;Menor de 25 años;Española;3723;Instructores de actividades deportivas;3722;Entrenadores y árbitros de actividades deportivas;5220;Vendedores en tiendas y almacenes
oct-21;Hombre;Chamberí;Menor de 25 años;Española;2422;Ingenieros agrónomos;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías;;
oct-21;Hombre;Usera;Entre 46 y 55 años;Española;3522;Agentes de compras;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
oct-21;Mujer;Villaverde;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
oct-21;Hombre;Latina;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
oct-21;Mujer;Moncloa-aravaca;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;5210;Jefes de sección de tiendas y almacenes;;
oct-21;Hombre;Centro;Entre 26 y 35 años;Extracomunitaria;2432;Ingenieros en construcción y obra civil;;;;
oct-21;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4301;Grabadores de datos;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
oct-21;Hombre;San Blas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;7121;Albañiles;;
oct-21;Mujer;Centro;Entre 26 y 35 años;Extracomunitaria;2484;Diseñadores gráficos y multimedia;;;;
oct-21;Mujer;Carabanchel;Entre 26 y 35 años;Española;2823;Psicólogos;2824;Profesionales del trabajo y la educación social;;
oct-21;Mujer;Villaverde;Menor de 25 años;Española;;;;;;
oct-21;Mujer;Villaverde;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);;
oct-21;Hombre;Chamartín;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;2159;Profesionales de la salud no clasificados bajo otros epígrafes;2823;Psicólogos
oct-21;Mujer;Vicálvaro;Entre 36 y 45 años;Española;4411;Empleados de información al usuario;4424;Teleoperadores;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
oct-21;Hombre;Centro;Entre 26 y 35 años;Comunitaria;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
oct-21;Hombre;Chamartín;Entre 26 y 35 años;Española;3831;Técnicos de grabación audiovisual;2931;Artistas de artes plásticas y visuales;;
oct-21;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-21;Hombre;Ciudad Lineal;Entre 26 y 35 años;Comunitaria;9820;Reponedores;9811;Peones del transporte de mercancías y descargadores;5220;Vendedores en tiendas y almacenes
oct-21;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;5833;Conserjes de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio
oct-21;Hombre;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9820;Reponedores;;
oct-21;Hombre;Otro Municipio;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9602;Peones de la construcción de edificios;;
oct-21;Mujer;Vicálvaro;Entre 46 y 55 años;Extracomunitaria;3611;Supervisores de secretaría;5420;Operadores de telemarketing;4412;Recepcionistas (excepto de hoteles)
oct-21;Mujer;Retiro;Menor de 25 años;Española;2240;Profesores de enseñanza primaria;5220;Vendedores en tiendas y almacenes;5824;Azafatos de tierra
oct-21;Hombre;Arganzuela;Entre 36 y 45 años;Extracomunitaria;4412;Recepcionistas (excepto de hoteles);3739;Otros técnicos y profesionales de apoyo de actividades culturales y artísticas;3613;Asistentes de dirección y administrativos
oct-21;Hombre;Puente De Vallecas;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;8170;Operadores de máquinas de lavandería y tintorería;9310;Ayudantes de cocina
oct-21;Mujer;Villa De Vallecas;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes;9310;Ayudantes de cocina
oct-21;Mujer;Moratalaz;Entre 36 y 45 años;Española;2322;Profesores de enseñanza no reglada de idiomas;2923;Filólogos, intérpretes y traductores;;
oct-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5120;Camareros asalariados;5710;Trabajadores de los cuidados personales a domicilio
oct-21;Mujer;San Blas;Entre 26 y 35 años;Española;3322;Técnicos superiores en documentación sanitaria;;;;
oct-21;Hombre;Carabanchel;Entre 26 y 35 años;Española;7121;Albañiles;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;8412;Conductores asalariados de automóviles, taxis y furgonetas
oct-21;Hombre;Villaverde;Entre 36 y 45 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;;;;
oct-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;2810;Economistas;2611;Especialistas en contabilidad;;
oct-21;Mujer;Arganzuela;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
oct-21;Hombre;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9811;Peones del transporte de mercancías y descargadores;7231;Pintores y empapeladores
oct-21;Mujer;Latina;Entre 46 y 55 años;Española;;;;;;
oct-21;Mujer;Villaverde;Entre 46 y 55 años;Española;5611;Auxiliares de enfermería hospitalaria;;;;
oct-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;2611;Especialistas en contabilidad;;;;
oct-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles)
oct-21;Mujer;Ciudad Lineal;Entre 46 y 55 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;;;;
oct-21;Mujer;Vicálvaro;Entre 46 y 55 años;Española;5721;Cuidadores de niños en guarderías y centros educativos;9310;Ayudantes de cocina;9310;Ayudantes de cocina
oct-21;Mujer;Chamartín;Entre 26 y 35 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;;;;
oct-21;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;5120;Camareros asalariados;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5833;Conserjes de edificios
oct-21;Mujer;Hortaleza;Entre 46 y 55 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);8170;Operadores de máquinas de lavandería y tintorería
oct-21;Mujer;Villaverde;Entre 36 y 45 años;Extracomunitaria;;;;;;
oct-21;Mujer;Chamartín;Menor de 25 años;Española;7831;Sastres, modistos, peleteros y sombrereros;;;;
oct-21;Mujer;Latina;Entre 26 y 35 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;;;;
oct-21;Hombre;Hortaleza;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;4424;Teleoperadores;4412;Recepcionistas (excepto de hoteles)
oct-21;Hombre;Vicálvaro;Entre 46 y 55 años;Extracomunitaria;;;;;;
oct-21;Mujer;Arganzuela;Entre 46 y 55 años;Española;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos;2611;Especialistas en contabilidad
oct-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;2823;Psicólogos;2625;Especialistas en formación de personal;2624;Especialistas en políticas y servicios de personal y afines
oct-21;Mujer;Tetuán;Entre 46 y 55 años;Española;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
oct-21;Mujer;Chamberí;Menor de 25 años;Española;;;;;;
oct-21;Mujer;Ciudad Lineal;Menor de 25 años;Extracomunitaria;9310;Ayudantes de cocina;9811;Peones del transporte de mercancías y descargadores;5500;Cajeros y taquilleros (excepto bancos)
oct-21;Mujer;Villa De Vallecas;Menor de 25 años;Española;5611;Auxiliares de enfermería hospitalaria;;;;
oct-21;Mujer;Fuencarral-el Pardo;Entre 26 y 35 años;Española;2599;Profesionales del derecho no clasificados bajo otros epígrafes;2624;Especialistas en políticas y servicios de personal y afines;2220;Profesores de formación profesional (materias específicas)
oct-21;Hombre;Otro Municipio;Menor de 25 años;Extracomunitaria;5992;Bañistas-socorristas;5722;Cuidadores de niños en domicilios;5220;Vendedores en tiendas y almacenes
oct-21;Mujer;Ciudad Lineal;Entre 56 y 65 años;Española;4112;Empleados de control de personal y nóminas;2624;Especialistas en políticas y servicios de personal y afines;4223;Empleados de servicio de personal
oct-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;5220;Vendedores en tiendas y almacenes;5722;Cuidadores de niños en domicilios;5710;Trabajadores de los cuidados personales a domicilio
oct-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
oct-21;Hombre;Otro Municipio;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;5220;Vendedores en tiendas y almacenes;9443;Barrenderos y afines
oct-21;Mujer;Latina;Entre 36 y 45 años;Española;5611;Auxiliares de enfermería hospitalaria;;;;
oct-21;Mujer;Chamberí;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos
oct-21;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;9310;Ayudantes de cocina;9100;Empleados domésticos;9310;Ayudantes de cocina
oct-21;Hombre;Villa De Vallecas;Entre 26 y 35 años;Española;2824;Profesionales del trabajo y la educación social;;;;
oct-21;Hombre;Centro;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;9820;Reponedores
oct-21;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;2323;Profesores de enseñanza no reglada de música y danza;2825;Agentes de igualdad de oportunidades entre mujeres y hombres;;
oct-21;Hombre;Centro;Entre 26 y 35 años;Española;2240;Profesores de enseñanza primaria;3724;Monitores de actividades recreativas y de entretenimiento;;
oct-21;Mujer;Latina;Menor de 25 años;Española;2824;Profesionales del trabajo y la educación social;;;;
oct-21;Hombre;Puente De Vallecas;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9811;Peones del transporte de mercancías y descargadores;;
oct-21;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;8193;Operadores de máquinas de embalaje, embotellamiento y etiquetado;4412;Recepcionistas (excepto de hoteles);5833;Conserjes de edificios
oct-21;Mujer;Fuencarral-el Pardo;Menor de 25 años;Española;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes;;
oct-21;Hombre;Arganzuela;Entre 36 y 45 años;Española;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados
oct-21;Hombre;Tetuán;Entre 46 y 55 años;Española;;;;;;
oct-21;Mujer;Vicálvaro;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9490;Otras ocupaciones elementales;5500;Cajeros y taquilleros (excepto bancos)
