,Fecha de Inscripción,Género,Distrito,Tramos de Edad,Nacionalidad,Objetivo Profesional 1
10005,jul-21,Mujer,Tetuán,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
10008,jul-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Española,Ayudantes de cocina
10011,jul-21,Mujer,Usera,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
10029,jul-21,Hombre,Salamanca,Menor de 25 años,Extracomunitaria,Ayudantes de cocina
10031,jul-21,Hombre,Usera,Mayor de 65 años,Extracomunitaria,Ajustadores y operadores de máquinas-herramienta
10035,jul-21,Hombre,Fuencarral-el Pardo,Menor de 25 años,Española,Bañistas-socorristas
10036,jul-21,Mujer,San Blas,Entre 36 y 45 años,Extracomunitaria,Vendedores en tiendas y almacenes
10038,jul-21,Hombre,Vicálvaro,Menor de 25 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
10040,jul-21,Mujer,Ciudad Lineal,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10041,jul-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Ingenieros técnicos industriales y de producción
10044,jul-21,Hombre,Puente De Vallecas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10047,jul-21,Hombre,Arganzuela,Entre 56 y 65 años,Española,Vendedores en tiendas y almacenes
10051,jul-21,Hombre,Fuencarral-el Pardo,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10053,jul-21,Mujer,Carabanchel,Entre 36 y 45 años,Española,Profesionales de la publicidad y la comercialización
10067,jul-21,Mujer,Usera,Entre 26 y 35 años,Española,Ayudantes de cocina
10073,jul-21,Hombre,Usera,Menor de 25 años,Española,Auxiliares de enfermería hospitalaria
10083,jul-21,Mujer,Vicálvaro,Menor de 25 años,Española,Peluqueros
10093,jul-21,Mujer,Latina,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
10095,jul-21,Mujer,Latina,Entre 36 y 45 años,Española,Operadores de telemarketing
10096,jul-21,Mujer,Arganzuela,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10098,jul-21,Mujer,Otro Municipio,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
10099,jul-21,Hombre,Otro Municipio,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10109,jul-21,Mujer,Puente De Vallecas,Entre 46 y 55 años,Extracomunitaria,Ayudantes de cocina
10111,jul-21,Mujer,Vicálvaro,Entre 56 y 65 años,Española,Ayudantes de cocina
10114,jul-21,Mujer,Ciudad Lineal,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
10116,jul-21,Mujer,Villaverde,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10122,jul-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Ayudantes de cocina
10123,jul-21,Mujer,Ciudad Lineal,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
10125,jul-21,Hombre,Fuencarral-el Pardo,Entre 46 y 55 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
10130,jul-21,Mujer,Villaverde,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10132,jul-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
10135,jul-21,Mujer,Puente De Vallecas,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
10136,jul-21,Mujer,Centro,Entre 26 y 35 años,Comunitaria,Dietistas y nutricionistas
10138,jul-21,Hombre,Hortaleza,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10143,jul-21,Hombre,Vicálvaro,Menor de 25 años,Española,Diseñadores gráficos y multimedia
10144,jul-21,Mujer,Chamartín,Entre 36 y 45 años,Española,Profesionales de la publicidad y la comercialización
10146,jul-21,Mujer,Latina,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
10150,jul-21,Mujer,Carabanchel,Entre 36 y 45 años,Española,Ayudantes de cocina
10152,jul-21,Mujer,Salamanca,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10155,jul-21,Hombre,Latina,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10160,jul-21,Mujer,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10162,jul-21,Hombre,Vicálvaro,Menor de 25 años,Española,Asistentes de dirección y administrativos
10164,jul-21,Mujer,Otro Municipio,Entre 26 y 35 años,Comunitaria,Técnicos en radioterapia
10165,jul-21,Hombre,Otro Municipio,Menor de 25 años,Extracomunitaria,Ayudantes de cocina
10166,jul-21,Mujer,Puente De Vallecas,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
10171,jul-21,Hombre,Carabanchel,Entre 36 y 45 años,Española,Ayudantes de cocina
10172,jul-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
10173,jul-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
10179,jul-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Auxiliares de enfermería hospitalaria
10183,jul-21,Mujer,Tetuán,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10186,jul-21,Mujer,Carabanchel,Menor de 25 años,Comunitaria,Asistentes de dirección y administrativos
10192,jul-21,Hombre,Puente De Vallecas,Entre 46 y 55 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
10199,jul-21,Mujer,Ciudad Lineal,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
10202,jul-21,Hombre,San Blas,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
10212,jul-21,Mujer,Carabanchel,Entre 36 y 45 años,Española,Dietistas y nutricionistas
10218,jul-21,Mujer,Hortaleza,Entre 46 y 55 años,Española,Ayudantes de cocina
10221,jul-21,Hombre,Puente De Vallecas,Entre 36 y 45 años,Extracomunitaria,Asistentes de dirección y administrativos
10222,jul-21,Hombre,Ciudad Lineal,Entre 36 y 45 años,Española,Mantenedores de edificios
10229,jul-21,Hombre,Latina,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
10231,jul-21,Mujer,Villaverde,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
10234,jul-21,Mujer,Ciudad Lineal,Entre 26 y 35 años,Española,Ayudantes de cocina
10236,jul-21,Hombre,Otro Municipio,Entre 46 y 55 años,Comunitaria,Matarifes y trabajadores de las industrias cárnicas
10239,jul-21,Mujer,Latina,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10241,jul-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Técnicos superiores en documentación sanitaria
10248,jul-21,Hombre,Villaverde,Entre 36 y 45 años,Extracomunitaria,Asistentes de dirección y administrativos
10255,jul-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Extracomunitaria,Operadores de telemarketing
10258,jul-21,Hombre,Carabanchel,Menor de 25 años,Española,Ayudantes de cocina
10263,jul-21,Mujer,Chamberí,Menor de 25 años,Española,Técnicos de grabación audiovisual
10267,jul-21,Mujer,Tetuán,Menor de 25 años,Española,Peluqueros
10276,jul-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Comunitaria,Ayudantes de cocina
10283,jul-21,Mujer,Usera,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10284,jul-21,Mujer,San Blas,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10285,jul-21,Mujer,Salamanca,Entre 56 y 65 años,Española,Auxiliares de enfermería hospitalaria
10286,jul-21,Hombre,San Blas,Entre 26 y 35 años,Española,Técnicos de grabación audiovisual
10288,jul-21,Mujer,Ciudad Lineal,Entre 46 y 55 años,Española,Ayudantes de cocina
10290,jul-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
10291,jul-21,Mujer,Moncloa-aravaca,Entre 56 y 65 años,Española,Programadores informáticos
10292,jul-21,Mujer,Barajas,Entre 36 y 45 años,Española,Profesionales de la publicidad y la comercialización
10295,jul-21,Mujer,Vicálvaro,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10296,jul-21,Hombre,Latina,Entre 36 y 45 años,Extracomunitaria,Encofradores y operarios de puesta en obra de hormigón
10298,jul-21,Hombre,Moncloa-aravaca,Entre 46 y 55 años,Española,Profesionales de la publicidad y la comercialización
10302,jul-21,Mujer,San Blas,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
10304,jul-21,Mujer,Puente De Vallecas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10310,jul-21,Hombre,Puente De Vallecas,Entre 26 y 35 años,Española,Mantenedores de edificios
10312,jul-21,Mujer,Moratalaz,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10317,jul-21,Mujer,Villa De Vallecas,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10319,jul-21,Mujer,Arganzuela,Entre 46 y 55 años,Española,Profesionales de la publicidad y la comercialización
10338,jul-21,Mujer,Villa De Vallecas,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
10343,jul-21,Hombre,Salamanca,Entre 26 y 35 años,Extracomunitaria,Mantenedores de edificios
10344,jul-21,Mujer,Otro Municipio,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
10347,jul-21,Mujer,Salamanca,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10350,jul-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10352,jul-21,Hombre,Arganzuela,Menor de 25 años,Extracomunitaria,Asistentes de dirección y administrativos
10355,jul-21,Hombre,Villaverde,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10356,jul-21,Mujer,Latina,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
10358,jul-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
10362,jul-21,Mujer,Hortaleza,Entre 46 y 55 años,Extracomunitaria,Vendedores en tiendas y almacenes
10363,jul-21,Mujer,Chamartín,Entre 26 y 35 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
10365,jul-21,Hombre,Carabanchel,Entre 46 y 55 años,Extracomunitaria,Asistentes de dirección y administrativos
10367,jul-21,Mujer,Puente De Vallecas,Entre 46 y 55 años,Española,Directores y gerentes de restaurantes
10369,jul-21,Hombre,Tetuán,Menor de 25 años,Extracomunitaria,Ayudantes de cocina
10381,jul-21,Mujer,Salamanca,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
10386,jul-21,Mujer,Fuencarral-el Pardo,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10387,jul-21,Mujer,Puente De Vallecas,Entre 56 y 65 años,Española,Ayudantes de cocina
10393,jul-21,Hombre,Retiro,Entre 46 y 55 años,Española,Jefes de sección de tiendas y almacenes
10405,jul-21,Mujer,Otro Municipio,Menor de 25 años,Española,Asistentes de dirección y administrativos
10414,jul-21,Mujer,Villa De Vallecas,Menor de 25 años,Española,Preparadores de comidas rápidas
10415,jul-21,Mujer,San Blas,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
10419,jul-21,Mujer,Moratalaz,Menor de 25 años,Española,Profesionales de la publicidad y la comercialización
10431,ago-21,Hombre,Moratalaz,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
10432,ago-21,Hombre,Otro Municipio,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
10434,jul-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
10439,jul-21,Hombre,Carabanchel,Entre 56 y 65 años,Española,Mantenedores de edificios
10443,jul-21,Mujer,Retiro,Entre 26 y 35 años,Española,Técnicos de grabación audiovisual
10444,jul-21,Mujer,Carabanchel,Entre 26 y 35 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
10449,jul-21,Mujer,Latina,Entre 36 y 45 años,Española,Técnicos de emergencias sanitarias
10455,jul-21,Mujer,Hortaleza,Entre 36 y 45 años,Española,Empleados de contabilidad
10457,jul-21,Mujer,Otro Municipio,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
10459,jul-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Técnicos de emergencias sanitarias
10463,jul-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
10470,jul-21,Hombre,Otro Municipio,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
10473,jul-21,Mujer,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10474,ago-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
10476,ago-21,Hombre,Villaverde,Entre 26 y 35 años,Extracomunitaria,Ayudantes de cocina
10482,jul-21,Mujer,Centro,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10483,jul-21,Mujer,Moratalaz,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
10492,jul-21,Hombre,Latina,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
10497,jul-21,Mujer,Carabanchel,Entre 26 y 35 años,Española,Ayudantes de cocina
10498,jul-21,Mujer,Usera,Menor de 25 años,Española,Técnicos en imagen para el diagnóstico
10512,jul-21,Mujer,Arganzuela,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
10515,jul-21,Mujer,Ciudad Lineal,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
10527,jul-21,Mujer,Vicálvaro,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
10531,jul-21,Hombre,Retiro,Entre 36 y 45 años,Española,Economistas
10536,jul-21,Mujer,Carabanchel,Menor de 25 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
10541,jul-21,Mujer,Retiro,Menor de 25 años,Española,Asistentes de dirección y administrativos
10547,jul-21,Hombre,Villa De Vallecas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10551,jul-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
10559,jul-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10560,jul-21,Mujer,Otro Municipio,Menor de 25 años,Comunitaria,Vendedores en tiendas y almacenes
10561,jul-21,Mujer,Salamanca,Entre 26 y 35 años,Comunitaria,Analistas de gestión y organización
10572,jul-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10575,jul-21,Hombre,Puente De Vallecas,Entre 36 y 45 años,Española,Operadores de telemarketing
10576,jul-21,Hombre,Salamanca,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
10578,jul-21,Mujer,Usera,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
10582,jul-21,Mujer,Villa De Vallecas,Entre 46 y 55 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
10584,jul-21,Hombre,Otro Municipio,Entre 36 y 45 años,Española,Jefes de sección de tiendas y almacenes
10592,jul-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Técnicos en laboratorio de diagnóstico clínico
10593,jul-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Ayudantes de cocina
10595,jul-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Técnicos en ciencias físicas y químicas
10599,jul-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
10601,jul-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
10608,jul-21,Mujer,Barajas,Entre 36 y 45 años,Española,Matarifes y trabajadores de las industrias cárnicas
10609,jul-21,Hombre,Arganzuela,Entre 36 y 45 años,Española,Diseñadores gráficos y multimedia
10612,jul-21,Hombre,Puente De Vallecas,Menor de 25 años,Española,Mecánicos y ajustadores de vehículos de motor
10615,jul-21,Mujer,Ciudad Lineal,Entre 46 y 55 años,Extracomunitaria,Asistentes de dirección y administrativos
10616,jul-21,Hombre,Puente De Vallecas,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
10619,jul-21,Hombre,Ciudad Lineal,Entre 26 y 35 años,Comunitaria,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
10620,jul-21,Hombre,Puente De Vallecas,Menor de 25 años,Española,Ayudantes de cocina
10622,jul-21,Mujer,Chamartín,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
10623,jul-21,Mujer,Hortaleza,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
10625,jul-21,Mujer,Moratalaz,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
10627,jul-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
10628,jul-21,Mujer,Moncloa-aravaca,Menor de 25 años,Comunitaria,Vendedores en tiendas y almacenes
10630,jul-21,Hombre,Arganzuela,Entre 56 y 65 años,Española,Empleados de contabilidad
10633,jul-21,Mujer,Vicálvaro,Menor de 25 años,Comunitaria,Vendedores en tiendas y almacenes
10634,jul-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
10636,jul-21,Hombre,Latina,Entre 46 y 55 años,Extracomunitaria,Vendedores en tiendas y almacenes
10638,jul-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
10649,jul-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Directores y gerentes de restaurantes
10653,jul-21,Mujer,Ciudad Lineal,Entre 46 y 55 años,Extracomunitaria,Asistentes de dirección y administrativos
10659,jul-21,Mujer,Puente De Vallecas,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
10665,jul-21,Mujer,Usera,Menor de 25 años,Española,Peluqueros
10668,jul-21,Mujer,Moncloa-aravaca,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
10671,ago-21,Mujer,Chamartín,Entre 36 y 45 años,Española,Ayudantes de cocina
10674,ago-21,Mujer,Hortaleza,Entre 36 y 45 años,Comunitaria,Ayudantes de cocina
10681,ago-21,Hombre,Centro,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
10682,ago-21,Hombre,Tetuán,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
10685,ago-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Comunitaria,Técnicos de la Web
10691,ago-21,Mujer,Carabanchel,Entre 26 y 35 años,Española,Operadores de telemarketing
10706,ago-21,Mujer,Arganzuela,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10708,ago-21,Mujer,Vicálvaro,Menor de 25 años,Española,"Especialistas en tratamientos de estética, bienestar y afines"
10710,ago-21,Hombre,Latina,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10711,ago-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10715,ago-21,Mujer,Villa De Vallecas,Entre 26 y 35 años,Española,Ayudantes de cocina
10716,ago-21,Hombre,Puente De Vallecas,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
10720,ago-21,Hombre,Latina,Entre 26 y 35 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
10724,ago-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
10733,ago-21,Mujer,Carabanchel,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10735,ago-21,Hombre,Puente De Vallecas,Entre 26 y 35 años,Española,Mantenedores de edificios
10744,ago-21,Mujer,Tetuán,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
10745,ago-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Extracomunitaria,Ingenieros agrónomos
10746,ago-21,Mujer,Moratalaz,Entre 36 y 45 años,Extracomunitaria,Vendedores en tiendas y almacenes
10753,ago-21,Mujer,Vicálvaro,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
10755,ago-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
10763,ago-21,Hombre,Ciudad Lineal,Menor de 25 años,Comunitaria,Vendedores en tiendas y almacenes
10764,ago-21,Hombre,Otro Municipio,Entre 56 y 65 años,Española,Vendedores en tiendas y almacenes
10766,ago-21,Mujer,Villa De Vallecas,Entre 36 y 45 años,Extracomunitaria,Asistentes de dirección y administrativos
10769,ago-21,Mujer,Villa De Vallecas,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
10771,ago-21,Mujer,Fuencarral-el Pardo,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
10784,ago-21,Mujer,San Blas,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
10788,ago-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10793,ago-21,Mujer,Carabanchel,Entre 56 y 65 años,Española,Auxiliares de enfermería hospitalaria
10802,ago-21,Mujer,Arganzuela,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10803,ago-21,Mujer,Villaverde,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10805,ago-21,Mujer,Moncloa-aravaca,Menor de 25 años,Española,Asistentes de dirección y administrativos
10806,ago-21,Hombre,Moratalaz,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10807,ago-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Recepcionistas de hoteles
10812,ago-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
10815,ago-21,Mujer,Arganzuela,Entre 36 y 45 años,Española,"Directores y gerentes de bares, cafeterías y similares"
10818,ago-21,Mujer,Carabanchel,Entre 36 y 45 años,Comunitaria,Ayudantes de cocina
10824,ago-21,Mujer,Puente De Vallecas,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
10832,ago-21,Mujer,Vicálvaro,Entre 46 y 55 años,Española,Ayudantes de cocina
10836,ago-21,Mujer,Villa De Vallecas,Entre 56 y 65 años,Española,Operadores de telemarketing
10848,ago-21,Mujer,Villa De Vallecas,Entre 46 y 55 años,Española,Ayudantes de cocina
10850,ago-21,Mujer,Otro Municipio,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10854,ago-21,Mujer,Usera,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
10855,ago-21,Hombre,Otro Municipio,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
10857,ago-21,Mujer,Arganzuela,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10859,ago-21,Mujer,Barajas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10866,ago-21,Mujer,Salamanca,Entre 46 y 55 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
10869,ago-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
10876,ago-21,Mujer,Usera,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10885,ago-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
10890,ago-21,Hombre,Otro Municipio,Entre 36 y 45 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
10896,ago-21,Mujer,Centro,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
10899,ago-21,Mujer,Otro Municipio,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10902,ago-21,Mujer,Moncloa-aravaca,Menor de 25 años,Española,Técnicos en laboratorio de diagnóstico clínico
10903,ago-21,Mujer,Latina,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10908,ago-21,Hombre,Moratalaz,Entre 26 y 35 años,Española,Recepcionistas de hoteles
10910,ago-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,"Especialistas en tratamientos de estética, bienestar y afines"
10912,ago-21,Mujer,Usera,Entre 46 y 55 años,Española,Operadores de telemarketing
10915,ago-21,Mujer,Puente De Vallecas,Menor de 25 años,Comunitaria,Vendedores en tiendas y almacenes
10919,ago-21,Mujer,Arganzuela,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
10923,ago-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
10924,ago-21,Mujer,Latina,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
10930,ago-21,Mujer,Villaverde,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10932,ago-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
10943,ago-21,Hombre,Hortaleza,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
10945,ago-21,Hombre,Otro Municipio,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10951,ago-21,Mujer,Latina,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10953,ago-21,Mujer,Fuencarral-el Pardo,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
10955,ago-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
10956,ago-21,Mujer,Ciudad Lineal,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
10957,ago-21,Mujer,Otro Municipio,Menor de 25 años,Española,Técnicos en imagen para el diagnóstico
10962,ago-21,Hombre,Usera,Menor de 25 años,Española,Vendedores en tiendas y almacenes
10964,ago-21,Hombre,Fuencarral-el Pardo,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
10965,ago-21,Mujer,Carabanchel,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
10968,ago-21,Mujer,San Blas,Entre 26 y 35 años,Española,Guías de turismo
10971,ago-21,Mujer,Barajas,Entre 36 y 45 años,Española,Empleados de contabilidad
10973,ago-21,Mujer,Latina,Entre 26 y 35 años,Comunitaria,Vendedores en tiendas y almacenes
10974,ago-21,Hombre,Ciudad Lineal,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
10977,sep-21,Mujer,Fuencarral-el Pardo,Entre 26 y 35 años,Española,Peluqueros
10986,ago-21,Mujer,Vicálvaro,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
10989,ago-21,Mujer,Villa De Vallecas,Entre 36 y 45 años,Española,Diseñadores gráficos y multimedia
10990,ago-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
10992,ago-21,Mujer,Latina,Entre 26 y 35 años,Comunitaria,Ayudantes de cocina
11001,ago-21,Hombre,Chamberí,Entre 26 y 35 años,Española,Mecánicos y ajustadores de vehículos de motor
11004,ago-21,Mujer,Centro,Entre 46 y 55 años,Extracomunitaria,"Especialistas en tratamientos de estética, bienestar y afines"
11006,ago-21,Mujer,Retiro,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
11014,ago-21,Mujer,Otro Municipio,Entre 46 y 55 años,Española,Ayudantes de cocina
11015,ago-21,Hombre,Ciudad Lineal,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11017,ago-21,Hombre,Usera,Menor de 25 años,Extracomunitaria,Mecánicos y ajustadores de vehículos de motor
11022,ago-21,Mujer,Tetuán,Entre 36 y 45 años,Española,Ayudantes de cocina
11026,ago-21,Mujer,Usera,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
11027,ago-21,Hombre,Puente De Vallecas,Menor de 25 años,Comunitaria,Vendedores en tiendas y almacenes
11029,ago-21,Hombre,Otro Municipio,Entre 56 y 65 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
11037,ago-21,Mujer,Vicálvaro,Entre 36 y 45 años,Española,Ayudantes de cocina
11039,ago-21,Mujer,Puente De Vallecas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
11042,ago-21,Mujer,Salamanca,Entre 26 y 35 años,Comunitaria,Asistentes de dirección y administrativos
11043,ago-21,Mujer,Otro Municipio,Menor de 25 años,Española,Vendedores en tiendas y almacenes
